SEQ,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
2583,968,2020-01-01 14:13:59.287756799,,,,,,94.50295908610724,,
2584,968,2020-01-03 20:49:09.184828799,,,,,,667.5693625353182,,
2585,969,2019-11-11 04:25:16.956105600,RESPONSE,,,,,,,
2586,969,2019-11-11 13:02:06.344304000,RISK,,,,,,,
2587,969,2019-11-15 14:13:27.232665600,APPROVED,PLASTIC,31,5600,33,,,
2588,969,2019-11-15 20:26:13.678512000,DELIVERED,,,,,,44620,4
2589,969,2019-11-16 10:51:23.311987200,,,,,,341.3891098334609,,
2590,969,2019-12-02 22:24:34.686547200,,,,,,5023.299146431111,,
2591,969,2019-12-03 21:57:58.728124800,,,,,,1296.8844312053368,,
2592,969,2019-12-04 10:24:10.253318400,,,,,,475.7731021269623,,
2593,969,2019-12-04 12:05:58.840540800,,,,,,6043.044235192111,,
2594,970,2019-11-11 00:00:00.000000000,,,,,,,,
2595,971,2019-11-15 21:33:23.939913600,RESPONSE,,,,,,,
2596,971,2019-11-16 08:10:14.047708800,RISK,,,,,,,
2597,971,2019-11-17 10:26:29.818953600,REJECTED,USAGE,,,,,,
2598,972,2019-11-12 08:54:03.311942400,RESPONSE,,,,,,,
2599,972,2019-11-15 17:04:40.961107200,RISK,,,,,,,
2600,972,2019-11-17 22:58:25.621363200,APPROVED,PLASTIC,37,3300,31,,,
2601,972,2019-11-19 18:59:38.344560000,DELIVERED,,,,,,44620,0
2602,972,2019-11-20 09:14:12.431558400,,,,,,1907.5957118850524,,
2603,972,2019-12-15 12:24:51.992697600,,,,,,181.0836702986982,,
2604,972,2019-12-19 17:28:24.015936000,,,,,,9483.380218936147,,
2605,973,2019-11-11 01:02:17.818742400,RESPONSE,,,,,,,
2606,973,2019-11-11 11:19:09.577372800,RISK,,,,,,,
2607,973,2019-11-14 14:27:02.383919999,APPROVED,PLASTIC,30,61600,46,,,
2608,973,2019-11-15 18:26:11.775753599,DELIVERED,,,,,,44620,2
2609,973,2019-11-16 08:26:07.797004799,,,,,,2709.377524985425,,
2610,973,2019-11-22 17:08:15.094435199,,,,,,242.829049942249,,
2611,973,2019-12-04 23:14:28.866537599,,,,,,18.329303113576906,,
2612,973,2019-12-05 02:45:55.631894399,,,,,,97.08584617313042,,
2613,973,2019-12-07 14:19:05.772662399,,,,,,1034.6743680164786,,
2614,975,2019-11-11 19:26:17.321366400,RESPONSE,,,,,,,
2615,975,2019-11-13 12:01:36.813619200,RISK,,,,,,,
2616,975,2019-11-14 18:36:52.791609600,APPROVED,PLASTIC,30,13900,42,,,
2617,975,2019-11-15 11:24:54.097027200,DELIVERED,,,,,,11560,1
2618,975,2019-11-16 18:07:29.646854400,,,,,,18395.320995003603,,
2619,975,2019-11-26 22:33:08.487302400,,,,,,32.18650494256371,,
2620,975,2019-12-01 22:24:48.050640000,,,,,,90.81312498337911,,
2621,975,2019-12-01 22:49:25.435862400,,,,,,192.84585653667688,,
2622,975,2019-12-02 03:00:35.083670400,,,,,,20.108952774584306,,
2623,979,2019-11-12 14:52:52.011638400,RESPONSE,,,,,,,
2624,979,2019-11-13 10:45:22.278528000,RISK,,,,,,,
2625,979,2019-11-16 14:37:06.180384000,APPROVED,PLASTIC,36,4800,42,,,
2626,979,2019-11-20 18:56:21.675609599,DELIVERED,,,,,,53100,4
2627,979,2019-11-23 07:03:04.924540799,,,,,,270.69301551401094,,
2628,979,2019-11-29 09:48:50.069980799,,,,,,2.9543430658237733,,
2629,979,2019-11-30 03:39:08.779334399,,,,,,9.544141875335828,,
2630,979,2019-12-01 12:54:29.550700799,,,,,,33.375847627382235,,
2631,979,2019-12-07 00:11:34.372348799,,,,,,160.00294480190286,,
2632,981,2019-11-11 00:00:00.000000000,,,,,,,,
2633,984,2020-01-01 04:48:57.624998400,RESPONSE,,,,,,,
2634,984,2020-01-02 03:09:28.054425600,RISK,,,,,,,
2635,984,2020-01-02 20:25:31.410076800,APPROVED,PLASTIC,34,24600,32,,,
2636,984,2020-01-03 01:49:40.462291200,DELIVERED,,,,,,53100,3
2637,984,2020-01-04 03:19:07.437619200,,,,,,62.39237088088109,,
2638,984,2020-02-06 12:47:54.367036800,,,,,,979.8653214445047,,
2639,986,2019-11-11 00:00:00.000000000,,,,,,,,
2640,987,2019-11-14 01:00:13.413196800,RESPONSE,,,,,,,
2641,987,2019-11-15 06:28:58.212912000,RISK,,,,,,,
2642,987,2019-11-18 07:20:41.585568000,APPROVED,PLASTIC,37,17200,38,,,
2643,987,2019-11-18 13:45:52.770902400,DELIVERED,,,,,,53100,2
2644,987,2019-11-19 04:33:56.605795200,,,,,,101.77171352908395,,
2645,989,2019-11-11 00:00:00.000000000,,,,,,,,
2646,990,2019-11-12 12:01:07.483152000,RESPONSE,,,,,,,
2647,990,2019-11-14 17:21:00.923990400,RISK,,,,,,,
2648,990,2019-11-23 00:10:20.162352000,APPROVED,DIGITAL,45,3400,48,,,
2649,990,2019-11-25 05:58:34.974710400,,,,,,219.6058127854068,,
2650,990,2019-11-25 06:48:30.462796800,,,,,,178.47739393352418,,
2651,991,2019-11-11 00:00:00.000000000,,,,,,,,
2652,992,2019-11-12 05:19:27.218092800,RESPONSE,,,,,,,
2653,992,2019-11-15 02:02:55.120588800,RISK,,,,,,,
2654,992,2019-11-17 00:17:38.241369600,REJECTED,INCOME,,,,,,
2655,993,2019-11-11 05:50:44.498371200,RESPONSE,,,,,,,
2656,993,2019-11-15 12:10:48.574905600,RISK,,,,,,,
2657,993,2019-11-16 03:05:24.082166399,APPROVED,PLASTIC,40,22200,38,,,
2658,993,2019-11-16 15:19:29.796470399,DELIVERED,,,,,,11560,2
2659,993,2019-11-17 01:39:45.645206399,,,,,,156.91169203345072,,
2660,993,2019-11-17 23:03:35.776281599,,,,,,65.08583638060817,,
2661,993,2019-12-02 23:33:23.778835199,,,,,,9.171524234784915,,
2662,994,2019-11-11 00:10:16.392288000,RESPONSE,,,,,,,
2663,994,2019-11-13 08:54:00.964972800,RISK,,,,,,,
2664,994,2019-11-17 10:54:54.832320000,APPROVED,PLASTIC,31,23100,34,,,
2665,994,2019-11-18 04:23:36.785414400,DELIVERED,,,,,,44620,2
2666,994,2019-11-19 05:20:07.550044800,,,,,,4.006655516711768,,
2667,994,2019-11-20 10:12:12.113625600,,,,,,214.16507892058894,,
2668,994,2020-02-11 16:04:54.410448000,,,,,,6947.1653588747195,,
2669,994,2020-02-12 10:47:49.107292800,,,,,,699.5282058424219,,
2670,995,2020-06-11 01:24:39.444681600,RESPONSE,,,,,,,
2671,995,2020-06-13 10:26:04.575033600,RISK,,,,,,,
2672,995,2020-06-14 02:42:49.293705600,REJECTED,EMPTY,,,,,,
2673,996,2019-11-11 02:12:47.698790400,RESPONSE,,,,,,,
2674,996,2019-11-17 00:56:34.399564800,RISK,,,,,,,
2675,996,2019-11-17 06:56:14.483932800,APPROVED,DIGITAL,46,45700,43,,,
2676,996,2019-11-17 09:02:07.743177600,,,,,,1036.1965301880653,,
2677,996,2019-11-19 02:45:40.606243200,,,,,,1.0866741202249273,,
2678,1001,2019-11-18 06:33:22.776969600,RESPONSE,,,,,,,
2679,1001,2019-11-19 08:33:58.877193600,RISK,,,,,,,
2680,1001,2019-11-19 22:16:08.746550400,APPROVED,DIGITAL,34,18600,33,,,
2681,1001,2019-11-20 23:02:30.181574400,,,,,,681.7330217794238,,
2682,1002,2019-11-19 12:05:58.918560000,RESPONSE,,,,,,,
2683,1002,2019-11-22 02:08:49.873113600,RISK,,,,,,,
2684,1002,2019-11-22 12:56:05.478979200,REJECTED,EMPTY,,,,,,
2685,1003,2019-11-25 21:21:09.456451200,RESPONSE,,,,,,,
2686,1003,2019-11-27 05:12:56.471846400,RISK,,,,,,,
2687,1003,2019-11-28 03:32:08.130480000,APPROVED,PLASTIC,33,2600,30,,,
2688,1003,2019-12-03 12:18:06.760972800,DELIVERED,,,,,,44100,3
2689,1003,2019-12-09 09:05:32.319456000,,,,,,519.5396668704797,,
2690,1003,2019-12-10 11:39:29.018505600,,,,,,97.57050072657394,,
2691,1003,2019-12-16 01:09:22.596048000,,,,,,3557.9138325667122,,
2692,1003,2019-12-16 03:06:31.453516800,,,,,,508.70601139551763,,
2693,1004,2019-11-11 00:00:00.000000000,,,,,,,,
2694,1005,2019-11-11 00:00:00.000000000,,,,,,,,
2695,1006,2019-11-11 00:00:00.000000000,,,,,,,,
2696,1007,2019-11-11 20:52:03.603360000,RESPONSE,,,,,,,
2697,1007,2019-11-13 17:08:50.447414400,RISK,,,,,,,
2698,1007,2019-11-16 15:45:29.560377600,APPROVED,PLASTIC,32,11300,33,,,
2699,1007,2019-11-17 16:21:59.869238400,DELIVERED,,,,,,44100,2
2700,1007,2019-11-17 23:18:11.948313600,,,,,,430.97037280087153,,
2701,1007,2019-11-22 23:57:12.214224000,,,,,,432.713223292278,,
2702,1007,2021-05-14 19:38:39.017068800,,,,,,174.05157855677848,,
2703,1007,2021-05-15 14:06:33.904051200,,,,,,5108.94048575638,,
2704,1007,2021-05-16 10:02:45.628742400,,,,,,57.47837770591326,,
2705,1011,2019-11-11 00:00:00.000000000,,,,,,,,
2706,1015,2019-11-12 00:34:04.739462400,RESPONSE,,,,,,,
2707,1015,2019-11-12 04:14:19.206816000,RISK,,,,,,,
2708,1015,2019-11-13 23:42:07.287408000,APPROVED,PLASTIC,49,13900,36,,,
2709,1015,2019-11-14 20:48:42.574406400,DELIVERED,,,,,,44620,2
2710,1015,2019-11-15 04:11:44.483942400,,,,,,6233.81993902206,,
2711,1015,2019-11-15 15:41:03.061219200,,,,,,183.84937330972858,,
2712,1016,2019-11-11 05:45:28.923667200,RESPONSE,,,,,,,
2713,1016,2019-11-12 05:37:21.283190400,RISK,,,,,,,
2714,1016,2019-11-12 13:53:15.811612800,APPROVED,PLASTIC,32,7300,39,,,
2715,1016,2019-11-13 06:22:04.712188800,DELIVERED,,,,,,64000,3
2716,1016,2019-11-16 06:37:38.071344000,,,,,,23.180123933157716,,
2717,1016,2019-11-16 14:35:34.595606399,,,,,,18.3448859898174,,
2718,1016,2019-11-20 13:51:48.864009599,,,,,,440.2659466929948,,
2719,1016,2019-11-26 16:47:36.580243199,,,,,,54.92263119828598,,
2720,1016,2020-01-03 12:11:53.293171198,,,,,,336.2474330890975,,
2721,1018,2019-11-20 00:05:35.447136000,RESPONSE,,,,,,,
2722,1018,2019-11-21 07:30:13.908758400,RISK,,,,,,,
2723,1018,2019-11-23 04:01:12.554428800,REJECTED,MOP,,,,,,
2724,1019,2019-11-11 11:08:58.199136000,RESPONSE,,,,,,,
2725,1019,2019-11-12 03:15:39.638361600,RISK,,,,,,,
2726,1019,2019-11-15 03:19:19.594617600,REJECTED,EMPTY,,,,,,
2727,1020,2019-11-11 10:48:55.720137600,RESPONSE,,,,,,,
2728,1020,2019-11-16 22:27:27.041328000,RISK,,,,,,,
2729,1020,2019-11-18 19:24:39.423513600,APPROVED,PLASTIC,37,14800,46,,,
2730,1020,2019-11-19 13:36:06.410390400,DELIVERED,,,,,,11560,0
2731,1020,2019-11-26 15:57:33.897542400,,,,,,868.3362626602592,,
2732,1020,2019-11-27 04:30:18.762278400,,,,,,27.024240392264872,,
2733,1020,2019-12-07 17:38:48.723878400,,,,,,4804.529205810273,,
2734,1020,2019-12-09 04:16:33.027369600,,,,,,76.97754846140604,,
2735,1020,2019-12-21 20:56:17.720275200,,,,,,23.266065882982375,,
2736,1021,2019-11-11 00:00:00.000000000,,,,,,,,
2737,1023,2019-11-11 11:39:18.518745600,RESPONSE,,,,,,,
2738,1023,2019-11-13 10:41:06.830102400,RISK,,,,,,,
2739,1023,2019-11-18 06:15:31.889923200,APPROVED,DIGITAL,42,16000,45,,,
2740,1023,2019-11-19 17:08:34.900684800,,,,,,1545.530771575869,,
2741,1023,2019-11-20 08:12:51.000652800,,,,,,1652.1370341004424,,
2742,1023,2019-11-20 09:44:45.590553600,,,,,,5735.535377924121,,
2743,1023,2019-11-20 21:46:03.862992000,,,,,,272.10889796078413,,
2744,1023,2019-12-03 12:48:05.159779200,,,,,,223.3376019203078,,
2745,1024,2019-11-11 16:48:05.027011200,RESPONSE,,,,,,,
2746,1024,2019-11-20 10:33:39.511555200,RISK,,,,,,,
2747,1024,2019-11-20 20:05:32.944272000,APPROVED,PLASTIC,42,3100,39,,,
2748,1024,2019-11-21 05:30:39.986812800,DELIVERED,,,,,,44100,0
2749,1024,2019-11-21 09:18:33.000652800,,,,,,276.02487089743227,,
2750,1024,2019-11-24 01:52:01.826428800,,,,,,351.38578175255327,,
2751,1024,2019-12-06 11:47:04.090848000,,,,,,31.13393960945564,,
2752,1024,2019-12-07 16:05:05.425584000,,,,,,985.1569192227955,,
2753,1025,2019-11-11 00:56:05.537472000,RESPONSE,,,,,,,
2754,1025,2019-11-11 07:10:12.707875200,RISK,,,,,,,
2755,1025,2019-11-15 02:08:03.521155200,APPROVED,PLASTIC,34,9500,32,,,
2756,1025,2019-11-15 16:10:38.822707200,DELIVERED,,,,,,11560,3
2757,1025,2019-11-15 22:28:13.803513600,,,,,,61.98013877217879,,
2758,1025,2019-11-16 05:05:24.380131200,,,,,,31.131185001084642,,
2759,1025,2019-11-17 12:16:57.115056000,,,,,,32.57505174009467,,
2760,1025,2019-11-18 18:54:24.874387200,,,,,,306.18883177459907,,
2761,1025,2019-11-19 13:20:59.454988800,,,,,,4137.122469401095,,
2762,1026,2019-11-30 12:52:21.686476799,RESPONSE,,,,,,,
2763,1026,2019-12-02 09:37:12.346694399,RISK,,,,,,,
2764,1026,2019-12-03 08:25:07.513478399,APPROVED,PLASTIC,46,8800,32,,,
2765,1026,2019-12-04 02:34:24.994876799,DELIVERED,,,,,,44100,2
2766,1026,2019-12-05 16:47:40.247836799,,,,,,524.0128548599719,,
2767,1027,2019-11-11 00:00:00.000000000,,,,,,,,
2768,1028,2019-11-12 17:23:06.268963200,RESPONSE,,,,,,,
2769,1028,2019-11-14 12:08:34.311638400,RISK,,,,,,,
2770,1028,2019-11-17 00:14:37.468464000,REJECTED,MOP,,,,,,
2771,1029,2020-01-24 03:07:37.685596800,RESPONSE,,,,,,,
2772,1029,2020-01-26 17:32:26.043935999,RISK,,,,,,,
2773,1029,2020-01-28 02:18:17.252495999,APPROVED,PLASTIC,45,3700,42,,,
2774,1029,2020-01-30 06:03:30.349958399,DELIVERED,,,,,,44100,1
2775,1029,2020-02-25 17:13:06.928233599,,,,,,2.7947317447943916,,
2776,1029,2020-02-26 10:02:26.293804799,,,,,,606.5389053292628,,
2777,1029,2020-02-26 16:54:05.604883198,,,,,,268.24461036910577,,
2778,1029,2020-02-29 09:47:28.426991998,,,,,,168.3493840506979,,
2779,1029,2020-02-29 17:36:32.403513597,,,,,,877.1609233075361,,
2780,1031,2019-11-11 00:00:00.000000000,,,,,,,,
2781,1032,2019-11-11 03:29:58.683926400,RESPONSE,,,,,,,
2782,1032,2019-11-11 05:54:57.015936000,RISK,,,,,,,
2783,1032,2019-11-18 13:11:32.398310400,REJECTED,MOP,,,,,,
2784,1033,2019-11-11 06:41:13.482614400,RESPONSE,,,,,,,
2785,1033,2019-11-11 18:36:44.673552000,RISK,,,,,,,
2786,1033,2019-11-12 16:24:19.312876800,REJECTED,INCOME,,,,,,
2787,1034,2019-11-12 03:45:44.437420800,RESPONSE,,,,,,,
2788,1034,2019-11-13 16:09:47.121724800,RISK,,,,,,,
2789,1034,2019-11-17 14:05:43.464076800,REJECTED,EMPTY,,,,,,
2790,1035,2019-11-11 00:00:00.000000000,,,,,,,,
2791,1036,2019-11-11 11:20:52.296345600,RESPONSE,,,,,,,
2792,1036,2019-11-14 13:37:00.100905600,RISK,,,,,,,
2793,1036,2019-11-16 10:35:07.167984000,APPROVED,PLASTIC,35,11200,37,,,
2794,1036,2019-11-25 23:49:30.580147200,DELIVERED,,,,,,44100,0
2795,1036,2019-11-27 23:11:27.255897600,,,,,,9329.61715982429,,
2796,1038,2019-11-11 00:00:00.000000000,,,,,,,,
2797,1039,2019-11-11 00:04:05.881180800,RESPONSE,,,,,,,
2798,1039,2019-11-11 03:41:38.840582400,RISK,,,,,,,
2799,1039,2019-11-11 21:28:34.585622400,REJECTED,MOP,,,,,,
2800,1040,2019-11-11 13:55:42.218745600,RESPONSE,,,,,,,
2801,1040,2019-11-14 15:16:10.318483200,RISK,,,,,,,
2802,1040,2019-11-22 05:42:52.324531200,APPROVED,PLASTIC,30,10100,48,,,
2803,1040,2019-11-25 05:50:12.740582400,DELIVERED,,,,,,11560,4
2804,1041,2019-11-11 00:00:00.000000000,,,,,,,,
2805,1044,2019-11-13 18:51:51.569164800,RESPONSE,,,,,,,
2806,1044,2019-11-16 14:59:35.148336000,RISK,,,,,,,
2807,1044,2019-11-24 08:30:42.790406400,APPROVED,PLASTIC,49,4300,44,,,
2808,1044,2019-11-24 22:41:42.883439999,DELIVERED,,,,,,53100,1
2809,1045,2019-11-12 21:25:39.833932800,RESPONSE,,,,,,,
2810,1045,2019-11-30 08:46:08.934643200,RISK,,,,,,,
2811,1045,2019-11-30 13:55:38.105068800,APPROVED,PLASTIC,46,24600,47,,,
2812,1045,2019-11-30 16:07:12.198748800,DELIVERED,,,,,,44100,2
2813,1045,2019-12-08 12:48:34.195190400,,,,,,3047.5964650725305,,
2814,1045,2019-12-09 18:38:44.368137600,,,,,,152.93398918537758,,
2815,1045,2019-12-20 06:00:50.072342400,,,,,,143.43337349773282,,
2816,1048,2019-11-11 00:00:00.000000000,,,,,,,,
2817,1049,2019-11-12 22:42:14.613408000,RESPONSE,,,,,,,
2818,1049,2019-11-14 12:57:35.320809600,RISK,,,,,,,
2819,1049,2019-11-18 04:31:08.118451200,REJECTED,USAGE,,,,,,
2820,1052,2019-11-12 12:14:03.366470400,RESPONSE,,,,,,,
2821,1052,2019-11-13 00:17:36.263414399,RISK,,,,,,,
2822,1052,2019-11-15 17:43:22.155513599,APPROVED,DIGITAL,32,4200,32,,,
2823,1052,2019-12-03 17:24:20.521036799,,,,,,589.3822750831478,,
2824,1052,2019-12-08 23:54:54.275846399,,,,,,249.9811054011122,,
2825,1052,2019-12-10 00:22:46.427059199,,,,,,70.54155133644025,,
2826,1052,2020-01-13 10:50:50.707219199,,,,,,3558.799241960063,,
2827,1055,2019-11-14 12:50:48.167030400,RESPONSE,,,,,,,
2828,1055,2019-11-22 09:44:55.909219200,RISK,,,,,,,
2829,1055,2019-11-23 09:07:05.369664000,REJECTED,EMPTY,,,,,,
2830,1056,2019-11-13 07:43:37.133011199,RESPONSE,,,,,,,
2831,1056,2019-11-14 04:42:35.145158399,RISK,,,,,,,
2832,1056,2019-11-14 19:22:40.071244799,APPROVED,PLASTIC,49,42400,39,,,
2833,1056,2019-11-25 10:45:14.875343999,DELIVERED,,,,,,53100,3
2834,1056,2019-11-29 22:23:33.657647999,,,,,,548.9990115968975,,
2835,1056,2019-11-30 20:41:50.585942399,,,,,,77.41726796982381,,
2836,1056,2019-12-07 08:15:35.158060799,,,,,,9483.052625525246,,
2837,1059,2019-11-24 10:33:56.933251200,RESPONSE,,,,,,,
2838,1059,2020-01-01 08:43:09.369091200,RISK,,,,,,,
2839,1059,2020-01-01 20:14:23.118000000,APPROVED,PLASTIC,33,5500,47,,,
2840,1059,2020-01-11 01:46:29.643312000,DELIVERED,,,,,,44620,2
2841,1059,2020-01-11 10:21:57.262377600,,,,,,16.176687641208805,,
2842,1059,2020-01-16 13:27:50.866300800,,,,,,7.975811640450921,,
2843,1059,2020-01-18 08:13:59.557670400,,,,,,257.6789728367126,,
2844,1059,2020-01-24 15:12:04.615286400,,,,,,162.6556547932468,,
2845,1059,2020-01-24 18:56:30.355699200,,,,,,760.9118535129088,,
2846,1060,2019-11-12 08:44:54.170304000,RESPONSE,,,,,,,
2847,1060,2019-11-16 07:50:43.541980800,RISK,,,,,,,
2848,1060,2019-11-18 03:44:32.582169600,APPROVED,DIGITAL,46,700,30,,,
2849,1060,2019-11-18 22:08:11.290473600,,,,,,39.67814679200396,,
2850,1061,2019-11-28 05:07:08.743036800,RESPONSE,,,,,,,
2851,1061,2019-11-28 12:03:58.250937600,RISK,,,,,,,
2852,1061,2019-11-29 10:03:41.155084800,APPROVED,PLASTIC,45,8600,45,,,
2853,1061,2019-12-11 20:54:52.242681600,DELIVERED,,,,,,11560,2
2854,1061,2019-12-13 08:35:08.319724800,,,,,,1462.6729185195345,,
2855,1061,2019-12-15 12:22:28.160630400,,,,,,1112.0642144878684,,
2856,1061,2019-12-16 05:11:30.242400000,,,,,,228.83585042316153,,
2857,1061,2019-12-20 17:41:19.782959999,,,,,,117.99102133474794,,
2858,1063,2019-11-12 04:28:15.136665600,RESPONSE,,,,,,,
2859,1063,2019-11-12 18:56:42.892166400,RISK,,,,,,,
2860,1063,2019-11-13 00:19:35.654217600,APPROVED,DIGITAL,48,82700,30,,,
2861,1063,2019-11-13 06:38:53.489126400,,,,,,2449.5421857111733,,
2862,1063,2019-11-16 20:56:52.869696000,,,,,,417.8719085380253,,
2863,1063,2019-12-02 10:15:40.896115200,,,,,,1499.4950914321075,,
2864,1063,2019-12-06 04:43:56.616297600,,,,,,139.50887702786125,,
2865,1064,2019-11-11 08:37:50.750947200,RESPONSE,,,,,,,
2866,1064,2019-11-13 18:17:52.704816000,RISK,,,,,,,
2867,1064,2019-11-16 00:23:58.092403200,APPROVED,DIGITAL,41,24500,30,,,
2868,1064,2019-11-22 21:37:21.947376000,,,,,,294.0167953296045,,
2869,1064,2019-11-22 22:22:46.226380800,,,,,,110631.14045654453,,
2870,1064,2019-12-04 09:35:45.755318400,,,,,,1230.0531903627525,,
2871,1064,2019-12-13 11:40:24.078633600,,,,,,75.9427076285035,,
2872,1065,2019-11-11 00:00:00.000000000,,,,,,,,
2873,1066,2019-11-11 00:00:00.000000000,,,,,,,,
2874,1067,2019-11-11 08:03:42.542784000,RESPONSE,,,,,,,
2875,1067,2019-11-12 15:16:45.660316800,RISK,,,,,,,
2876,1067,2019-11-13 21:45:25.449033600,REJECTED,INCOME,,,,,,
2877,1068,2019-11-11 00:00:00.000000000,,,,,,,,
2878,1070,2019-11-11 00:00:00.000000000,,,,,,,,
2879,1071,2019-11-11 00:00:00.000000000,,,,,,,,
2880,1072,2019-11-11 00:00:00.000000000,,,,,,,,
2881,1073,2019-11-11 06:51:46.324252800,RESPONSE,,,,,,,
2882,1073,2019-11-13 02:18:38.901484800,RISK,,,,,,,
2883,1073,2019-11-13 11:21:47.786227200,APPROVED,PLASTIC,37,18900,42,,,
2884,1073,2019-11-21 11:28:41.378102400,DELIVERED,,,,,,44100,2
2885,1073,2019-11-21 12:10:54.979046400,,,,,,445.2631489057634,,
2886,1073,2019-11-22 19:04:57.601027200,,,,,,884.8360529945718,,
2887,1073,2019-11-29 18:41:34.505721600,,,,,,17.44681175520745,,
2888,1073,2019-12-01 12:42:20.446416000,,,,,,5.897762136882867,,
2889,1074,2019-11-12 11:45:03.386505600,RESPONSE,,,,,,,
2890,1074,2019-11-13 03:58:26.991897600,RISK,,,,,,,
2891,1074,2019-11-14 16:36:50.018544000,REJECTED,USAGE,,,,,,
2892,1075,2019-11-11 00:00:00.000000000,,,,,,,,
2893,1076,2019-11-11 00:00:00.000000000,,,,,,,,
2894,1078,2019-11-11 15:27:35.783942400,RESPONSE,,,,,,,
2895,1078,2019-11-13 12:38:52.949644800,RISK,,,,,,,
2896,1078,2019-11-19 03:22:58.109980800,REJECTED,EMPTY,,,,,,
2897,1083,2019-11-11 07:32:19.803926400,RESPONSE,,,,,,,
2898,1083,2019-11-13 17:51:33.484752000,RISK,,,,,,,
2899,1083,2019-11-16 01:52:09.072710399,APPROVED,PLASTIC,37,5200,47,,,
2900,1083,2019-11-17 01:13:29.232883199,DELIVERED,,,,,,53100,2
2901,1083,2019-11-17 18:33:28.931414398,,,,,,506.9007076269792,,
2902,1083,2019-11-21 01:21:32.781542398,,,,,,279.143701288442,,
2903,1083,2019-12-29 17:03:53.432207998,,,,,,1282.9654266638195,,
2904,1083,2019-12-30 23:36:13.616697598,,,,,,2177.2378438637547,,
2905,1085,2019-11-12 08:52:00.949670400,RESPONSE,,,,,,,
2906,1085,2019-11-17 00:03:05.858668800,RISK,,,,,,,
2907,1085,2019-11-20 07:09:54.606211200,APPROVED,DIGITAL,37,900,46,,,
2908,1085,2019-11-20 09:43:13.286064000,,,,,,384.14544626798136,,
2909,1085,2019-11-20 13:16:58.543276799,,,,,,727.48116682004,,
2910,1085,2019-11-21 00:01:00.345734399,,,,,,2253.58684192287,,
2911,1086,2019-11-16 19:19:06.183033600,RESPONSE,,,,,,,
2912,1086,2019-11-21 22:10:24.536640000,RISK,,,,,,,
2913,1086,2019-11-24 18:38:52.390636800,APPROVED,PLASTIC,38,27800,37,,,
2914,1086,2019-11-28 13:22:08.302396800,DELIVERED,,,,,,44620,1
2915,1087,2019-11-13 00:19:51.167942400,RESPONSE,,,,,,,
2916,1087,2019-11-14 11:33:29.611699200,RISK,,,,,,,
2917,1087,2019-11-22 17:50:19.389062400,APPROVED,DIGITAL,40,19300,40,,,
2918,1090,2019-11-15 14:21:17.081568000,RESPONSE,,,,,,,
2919,1090,2019-11-17 19:11:35.097705600,RISK,,,,,,,
2920,1090,2019-11-20 22:16:49.959091200,APPROVED,PLASTIC,35,16200,33,,,
2921,1090,2019-11-21 14:15:28.020124800,DELIVERED,,,,,,11560,1
2922,1092,2019-11-11 00:00:00.000000000,,,,,,,,
2923,1093,2019-11-11 00:00:00.000000000,,,,,,,,
2924,1096,2019-11-11 00:00:00.000000000,,,,,,,,
2925,1097,2019-11-16 06:42:52.400678400,RESPONSE,,,,,,,
2926,1097,2019-11-25 09:20:17.158617600,RISK,,,,,,,
2927,1097,2019-11-26 19:48:46.824739200,REJECTED,MOP,,,,,,
2928,1099,2019-11-14 18:04:31.128643200,RESPONSE,,,,,,,
2929,1099,2019-11-17 03:28:56.405251200,RISK,,,,,,,
2930,1099,2019-11-23 00:06:29.927347200,APPROVED,PLASTIC,47,7600,46,,,
2931,1099,2019-11-28 23:23:42.087638400,DELIVERED,,,,,,11560,2
2932,1099,2019-12-01 07:47:09.572640000,,,,,,11370.10966567907,,
2933,1100,2019-11-11 00:00:00.000000000,,,,,,,,
2934,1101,2019-11-11 11:36:19.862812800,RESPONSE,,,,,,,
2935,1101,2019-11-13 23:13:03.550252800,RISK,,,,,,,
2936,1101,2019-11-15 06:34:02.073417600,APPROVED,PLASTIC,45,29900,33,,,
2937,1101,2019-11-16 14:40:35.744620800,DELIVERED,,,,,,11560,0
2938,1105,2019-11-11 08:20:03.737299200,RESPONSE,,,,,,,
2939,1105,2019-11-13 16:21:24.265871999,RISK,,,,,,,
2940,1105,2019-11-14 19:39:51.740035199,APPROVED,PLASTIC,38,26000,48,,,
2941,1105,2019-11-15 04:29:36.426364799,DELIVERED,,,,,,64000,4
2942,1106,2019-11-14 04:39:56.902003200,RESPONSE,,,,,,,
2943,1106,2019-11-14 12:09:58.056652800,RISK,,,,,,,
2944,1106,2019-11-15 13:46:02.208115199,REJECTED,EMPTY,,,,,,
2945,1108,2019-11-11 00:00:00.000000000,,,,,,,,
2946,1109,2019-11-16 13:24:16.083331200,RESPONSE,,,,,,,
2947,1109,2019-11-18 16:50:14.433129600,RISK,,,,,,,
2948,1109,2019-12-01 23:50:57.029827199,APPROVED,PLASTIC,31,11500,44,,,
2949,1109,2019-12-02 10:29:53.282140799,DELIVERED,,,,,,53100,4
2950,1109,2019-12-02 15:55:51.503174399,,,,,,514.1708233307013,,
2951,1109,2019-12-04 20:24:16.053724799,,,,,,2659.9629706769065,,
2952,1110,2019-11-11 13:05:24.203500800,RESPONSE,,,,,,,
